# SYNTHETIC DATA generated by scripts/make_sample_data.py (seed 20260912). Not real market prices.
Date,Open,High,Low,Close,Volume
2026-07-13,243.56,246.85,242.17,245.59,31961641
2026-07-14,245.85,248.73,242.39,242.87,71019297
2026-07-15,242.36,242.78,234.83,235.05,59333095
2026-07-16,234.52,239.79,234.06,236.66,49262003
2026-07-17,236.98,237.76,230.8,232.0,36508654
2026-07-20,233.43,233.91,229.28,229.7,50055062
2026-07-21,229.99,230.21,227.48,227.54,43869836
2026-07-22,227.25,228.55,222.61,224.48,101556487
2026-07-23,224.95,226.12,221.85,223.3,46428099
2026-07-24,222.74,226.61,222.73,225.17,46714937
2026-07-27,225.99,227.31,223.19,223.94,61561398
2026-07-28,223.68,224.32,222.54,223.02,111711605
2026-07-29,223.51,225.71,216.8,216.97,45156002
2026-07-30,216.32,217.16,214.37,215.42,53999923
2026-07-31,215.28,215.34,211.36,212.42,53847534
2026-08-03,213.04,216.02,212.51,215.61,47121584
2026-08-04,215.61,216.27,214.6,215.36,66933974
2026-08-05,214.8,219.2,213.65,217.0,47308378
2026-08-06,216.28,217.27,216.04,217.25,39902466
2026-08-07,217.6,224.77,216.76,223.22,42626907
2026-08-10,222.69,224.75,222.06,223.93,22299807
2026-08-11,224.46,231.47,222.41,230.35,46297370
2026-08-12,229.4,232.03,228.69,231.72,67619948
2026-08-13,230.62,233.43,230.11,232.88,80488648
2026-08-14,233.21,234.8,229.34,229.92,81778345
2026-08-17,229.12,230.28,227.4,228.67,36747402
2026-08-18,227.62,230.75,226.96,230.32,68488996
2026-08-19,230.55,234.13,230.04,232.8,36955099
2026-08-20,233.57,234.19,229.23,232.3,111674160
2026-08-21,231.77,233.93,227.51,227.96,48834905
2026-08-24,227.57,228.79,227.54,227.96,44691901
2026-08-25,227.39,229.53,223.88,229.04,33721568
2026-08-26,229.14,230.07,228.67,229.48,41029662
2026-08-27,228.78,230.97,228.06,230.58,53413642
2026-08-28,231.49,233.62,230.59,232.78,47895301
2026-08-31,232.72,234.55,231.66,233.33,74395624
2026-09-01,234.61,236.4,228.87,230.05,33019008
2026-09-02,230.7,231.1,226.18,227.64,44255393
2026-09-03,227.62,228.17,221.77,223.18,74168689
2026-09-04,222.89,225.85,221.05,222.52,64535056
2026-09-07,222.67,224.34,219.55,220.19,97226225
2026-09-08,219.79,221.19,219.32,220.23,73810278
2026-09-09,219.31,219.96,217.96,219.91,26297129
2026-09-10,219.68,221.04,218.47,218.6,44744326
2026-09-11,218.9,233.52,217.75,232.15,182029233
