# SYNTHETIC DATA generated by scripts/make_sample_data.py (seed 20260912). Not real market prices.
Date,Open,High,Low,Close,Volume
2025-11-07,228.06,230.21,221.3,223.47,118986125
2025-11-10,222.81,222.84,213.11,214.0,36868520
2025-11-11,213.27,215.41,213.02,214.22,93135591
2025-11-12,214.08,223.38,212.6,223.03,78433975
2025-11-13,223.27,235.55,222.36,234.92,83665694
2025-11-14,233.73,240.32,231.61,237.93,116031756
2025-11-17,236.85,238.25,231.66,234.2,80209054
2025-11-18,232.94,246.78,232.76,245.7,54414555
2025-11-19,244.66,244.98,244.26,244.71,139405069
2025-11-20,244.67,244.73,240.74,241.53,95952435
2025-11-21,241.89,242.55,241.3,242.18,123769894
2025-11-24,242.01,245.51,240.66,240.85,168725574
2025-11-25,240.41,241.04,226.79,227.42,84382156
2025-11-26,226.77,226.91,223.77,224.1,142131180
2025-11-27,223.68,226.35,220.33,220.94,56088369
2025-11-28,221.36,222.26,220.72,222.12,150197715
2025-12-01,221.24,222.66,217.29,219.34,119354485
2025-12-02,219.41,219.65,208.98,209.06,73567273
2025-12-03,208.84,213.85,208.29,211.4,148381470
2025-12-04,210.58,212.61,208.86,212.09,97857692
2025-12-05,212.12,218.51,210.83,217.56,110547374
2025-12-08,218.44,219.73,209.21,209.93,86886671
2025-12-09,210.98,213.68,205.29,206.97,94467277
2025-12-10,206.08,206.87,204.93,205.51,70054315
2025-12-11,205.59,205.69,199.97,200.79,119904368
2025-12-12,200.01,207.46,199.35,206.73,162681047
2025-12-15,206.56,210.32,204.44,209.26,85666320
2025-12-16,208.19,208.92,207.51,208.44,100043570
2025-12-17,208.61,216.48,207.36,214.28,76803954
2025-12-18,214.01,225.49,213.59,224.69,123425549
2025-12-19,223.95,224.84,221.38,222.16,83714070
2025-12-22,221.86,234.84,220.47,234.49,135229981
2025-12-23,234.43,235.06,231.02,231.6,97230494
2025-12-24,230.89,233.16,230.71,231.99,103559713
2025-12-25,230.94,233.72,228.99,233.29,90680975
2025-12-26,233.63,235.52,226.66,227.17,49127963
2025-12-29,227.14,228.38,218.89,220.21,82410024
2025-12-30,220.23,231.19,219.53,229.21,111675092
2025-12-31,229.49,231.53,226.1,226.94,81663162
2026-01-01,227.01,227.74,219.47,221.98,145025734
2026-01-02,222.89,223.48,211.19,211.57,62100264
2026-01-05,211.31,233.34,210.75,231.52,130799039
2026-01-06,232.82,233.31,227.62,227.89,150945965
2026-01-07,227.96,238.1,226.8,235.33,64247556
2026-01-08,235.56,240.3,233.77,240.23,43783950
2026-01-09,240.76,246.61,240.25,245.64,81172943
2026-01-12,246.14,246.88,242.85,244.36,65453326
2026-01-13,244.45,244.74,235.11,236.28,138132092
2026-01-14,236.25,243.76,236.21,242.96,93055781
2026-01-15,243.55,245.48,232.77,234.18,86511693
2026-01-16,235.29,238.91,228.67,229.28,74544270
2026-01-19,229.06,242.74,228.4,242.21,91307706
2026-01-20,242.66,248.3,241.87,245.03,97706155
2026-01-21,246.02,264.93,245.42,264.05,107367393
2026-01-22,263.33,264.1,252.24,255.99,102501765
2026-01-23,254.76,256.54,244.36,245.15,83446380
2026-01-26,246.44,252.42,245.58,251.52,113584187
2026-01-27,249.91,255.49,249.88,254.07,76933607
2026-01-28,253.69,261.23,252.84,259.45,100071202
2026-01-29,258.89,260.39,252.27,253.57,111217211
2026-01-30,253.07,253.27,243.6,246.73,84267491
2026-02-02,246.39,258.25,243.75,257.45,71934672
2026-02-03,256.53,274.8,254.89,273.48,67804602
2026-02-04,273.2,274.62,259.26,260.49,39459554
2026-02-05,261.16,271.54,259.48,269.61,52531701
2026-02-06,267.96,268.23,265.92,266.48,71669039
2026-02-09,267.37,269.57,267.35,268.22,110995367
2026-02-10,269.82,270.44,268.76,270.23,115680566
2026-02-11,269.96,270.43,256.12,256.64,88971736
2026-02-12,255.77,270.45,255.26,268.81,80535223
2026-02-13,268.77,269.54,263.63,264.1,129183331
2026-02-16,263.71,266.58,256.72,258.29,160432727
2026-02-17,259.88,261.03,250.89,252.32,107980135
2026-02-18,251.63,258.84,251.61,257.12,59453288
2026-02-19,256.59,257.3,254.27,255.2,65186965
2026-02-20,253.72,254.39,244.64,247.41,69135222
2026-02-23,246.31,253.0,245.36,252.55,81076971
2026-02-24,251.48,266.74,248.84,265.83,66944582
2026-02-25,265.44,266.03,264.4,265.77,106538124
2026-02-26,264.59,265.75,252.87,255.65,75859911
2026-02-27,255.7,256.32,248.86,250.83,82942432
2026-03-02,249.83,253.82,248.13,253.08,54194992
2026-03-03,253.64,254.48,242.74,245.04,85740849
2026-03-04,244.46,256.57,243.58,249.08,109358680
2026-03-05,248.08,248.78,241.9,243.22,85662113
2026-03-06,243.29,249.24,241.96,249.23,48532939
2026-03-09,248.35,260.39,246.64,257.5,65395315
2026-03-10,257.14,258.42,245.35,249.64,119674591
2026-03-11,248.77,250.57,245.78,250.12,32916809
2026-03-12,250.17,257.39,249.19,257.29,86267558
2026-03-13,258.49,263.14,255.52,260.25,126170886
2026-03-16,259.22,259.35,253.28,255.92,119097364
2026-03-17,255.57,262.17,253.51,261.05,58933597
2026-03-18,261.11,263.03,242.27,244.41,73401388
2026-03-19,244.3,244.94,236.45,237.94,107581447
2026-03-20,237.32,238.98,230.49,230.67,76708600
2026-03-23,230.12,247.21,227.82,246.76,44420736
2026-03-24,247.56,252.19,247.32,249.72,83032751
2026-03-25,250.52,258.95,249.61,258.47,64644614
2026-03-26,258.1,259.33,246.63,246.87,99059776
2026-03-27,245.63,247.17,232.07,234.04,100770482
2026-03-30,234.53,243.57,233.92,241.55,147017176
2026-03-31,242.66,243.63,240.94,243.07,106447594
2026-04-01,243.8,245.0,230.41,231.21,89690498
2026-04-02,231.29,238.31,230.09,238.15,142450347
2026-04-03,237.62,238.13,233.11,233.53,121284931
2026-04-06,233.47,241.81,232.2,240.57,132442221
2026-04-07,241.77,246.15,240.09,244.95,99664239
2026-04-08,245.42,248.52,244.97,245.08,95796183
2026-04-09,244.2,244.41,234.71,235.69,123432968
2026-04-10,236.35,236.47,233.14,233.22,68504504
2026-04-13,234.45,239.48,234.38,238.97,59980328
2026-04-14,238.64,240.43,232.54,234.92,83180993
2026-04-15,235.88,241.29,235.19,240.71,79802598
2026-04-16,241.31,248.51,240.42,247.06,95620298
2026-04-17,247.63,248.71,235.05,235.76,101572778
2026-04-20,235.98,256.14,234.9,255.65,103597496
2026-04-21,254.2,256.8,253.44,253.55,45508259
2026-04-22,253.85,254.62,253.69,254.29,58392929
2026-04-23,253.26,270.21,250.8,268.82,117870869
2026-04-24,268.55,275.18,267.68,273.9,71542811
2026-04-27,273.6,281.96,272.94,281.62,80772795
2026-04-28,279.76,281.83,279.21,279.41,168498831
2026-04-29,280.42,303.38,280.26,301.27,96410798
2026-04-30,301.87,313.08,301.72,311.96,56796657
2026-05-01,311.57,312.73,298.9,298.92,130769708
2026-05-04,299.48,299.9,280.61,282.53,79591816
2026-05-05,282.77,282.77,265.59,269.16,57373115
2026-05-06,268.1,270.05,262.82,262.88,92812733
2026-05-07,263.07,263.91,258.55,260.2,80345227
2026-05-08,260.09,261.46,241.1,244.4,85538541
2026-05-11,244.43,251.71,242.25,248.79,65919192
2026-05-12,248.21,248.41,245.07,245.77,97281295
2026-05-13,246.32,246.56,245.21,245.53,91363092
2026-05-14,246.22,247.43,241.95,244.94,84708155
2026-05-15,246.35,247.22,235.16,236.19,60457698
2026-05-18,235.98,237.56,235.83,236.27,74162360
2026-05-19,235.93,236.15,234.81,234.84,76907983
2026-05-20,235.46,236.31,227.62,228.35,87496751
2026-05-21,227.87,228.37,222.19,223.17,113758090
2026-05-22,222.81,222.88,217.92,219.16,128308344
2026-05-25,219.16,219.77,218.57,218.77,107380788
2026-05-26,218.89,220.07,214.49,214.78,83772157
2026-05-27,215.03,216.46,208.42,208.61,106572522
2026-05-28,209.06,209.72,204.7,205.02,164381914
2026-05-29,204.86,206.16,203.54,203.7,96309127
2026-06-01,203.53,204.36,194.88,196.74,94098705
2026-06-02,196.62,197.26,194.81,195.69,76636539
2026-06-03,195.31,198.67,194.52,197.95,79933089
2026-06-04,197.86,202.39,197.38,201.66,75506031
2026-06-05,201.46,204.81,200.83,204.5,51654747
2026-06-08,205.18,205.21,204.45,204.7,127869830
2026-06-09,203.93,212.75,203.58,211.7,113741988
2026-06-10,212.29,222.67,210.08,221.03,92488525
2026-06-11,220.04,220.76,219.83,219.95,100863350
2026-06-12,221.2,222.85,208.34,208.42,133019222
2026-06-15,207.5,208.89,203.3,204.06,60512054
2026-06-16,202.92,207.99,202.86,206.34,76139873
2026-06-17,206.05,208.25,205.13,205.98,85448028
2026-06-18,206.25,208.85,200.26,200.59,114562749
2026-06-19,201.44,207.39,200.51,206.74,62350157
2026-06-22,205.54,217.05,204.98,216.6,111760627
2026-06-23,217.17,218.1,214.67,214.72,108437462
2026-06-24,215.48,215.57,205.24,206.37,86108420
2026-06-25,205.6,215.63,205.53,214.28,84645170
2026-06-26,213.67,217.31,213.15,216.41,74699904
2026-06-29,215.78,215.96,213.61,214.97,98850754
2026-06-30,215.46,219.75,214.09,219.5,126604395
2026-07-01,220.03,220.83,217.02,217.43,121166174
2026-07-02,217.41,221.21,217.37,218.96,74366287
2026-07-03,219.2,220.87,204.02,205.28,69468259
2026-07-06,203.95,208.86,203.46,207.55,55987684
2026-07-07,207.07,209.43,207.05,208.76,83989763
2026-07-08,208.82,211.92,207.13,211.86,65737665
2026-07-09,211.74,211.94,207.49,207.94,97514084
2026-07-10,208.42,209.19,202.78,204.16,130953869
2026-07-13,204.93,210.39,204.08,209.2,76169602
2026-07-14,208.68,210.68,205.07,210.36,152312605
2026-07-15,210.82,218.53,210.29,216.75,82838594
2026-07-16,215.84,224.53,213.48,224.42,95175248
2026-07-17,224.44,224.95,222.46,224.6,57644534
2026-07-20,224.32,224.48,218.98,219.23,96560568
2026-07-21,219.17,221.8,218.08,221.16,90252333
2026-07-22,220.82,223.37,218.56,222.02,53889350
2026-07-23,222.11,231.69,220.35,231.66,137273181
2026-07-24,231.74,233.28,231.65,232.41,87559951
2026-07-27,233.05,236.56,231.32,233.26,40029909
2026-07-28,233.66,234.48,227.45,230.63,69584167
2026-07-29,230.71,237.13,229.09,236.55,92437974
2026-07-30,236.99,237.8,229.38,230.07,82665674
2026-07-31,229.4,230.39,219.04,220.24,86665369
2026-08-03,219.62,220.25,213.99,215.37,92418932
2026-08-04,214.81,222.64,213.92,221.09,99521445
2026-08-05,221.56,228.64,220.13,227.37,74437415
2026-08-06,228.07,232.24,227.79,230.33,149731222
2026-08-07,230.4,230.41,224.39,225.65,73176871
2026-08-10,226.46,229.45,210.52,211.32,128727350
2026-08-11,210.56,216.22,209.64,215.32,73485189
2026-08-12,215.33,216.87,211.46,212.13,122753486
2026-08-13,212.77,213.49,207.35,207.85,124523653
2026-08-14,207.81,209.56,196.61,197.81,71768942
2026-08-17,197.36,199.15,195.48,196.46,82617110
2026-08-18,196.37,197.76,196.26,197.37,101801703
2026-08-19,197.75,199.1,191.89,193.86,138133073
2026-08-20,193.94,194.03,192.05,192.82,133167534
2026-08-21,192.88,203.93,191.28,202.93,88223994
2026-08-24,203.38,213.57,203.21,212.28,117451611
2026-08-25,213.35,215.1,210.2,210.97,149305792
2026-08-26,211.29,213.2,209.66,213.03,105997220
2026-08-27,212.51,220.65,212.04,220.06,78437625
2026-08-28,221.75,226.45,221.05,224.04,52139446
2026-08-31,225.63,227.47,223.87,225.89,55811657
2026-09-01,225.78,227.54,223.6,225.93,111042472
2026-09-02,226.33,231.1,226.15,227.83,90203361
2026-09-03,227.49,231.51,226.55,230.84,130489097
2026-09-04,230.87,241.2,229.39,239.42,103206561
2026-09-07,238.74,244.31,238.01,243.81,109688369
2026-09-08,243.18,257.55,242.7,256.96,175192113
2026-09-09,256.46,256.71,250.44,250.72,74292258
2026-09-10,250.57,252.54,250.3,250.32,118786351
2026-09-11,251.33,252.67,250.01,251.3,99612367
