# SYNTHETIC DATA generated by scripts/make_sample_data.py (seed 20260912). Not real market prices.
Date,Open,High,Low,Close,Volume
2026-03-31,340.38,344.36,339.87,341.44,24657717
2026-04-01,340.7,344.14,337.53,339.79,13625590
2026-04-02,339.8,353.47,336.82,351.86,22197688
2026-04-03,352.24,353.12,350.86,352.81,22202410
2026-04-06,352.1,354.71,351.83,354.34,32218272
2026-04-07,353.74,354.75,349.1,352.1,18810432
2026-04-08,352.58,353.57,342.56,345.19,21261309
2026-04-09,343.01,351.06,341.46,341.73,19112539
2026-04-10,342.18,344.6,335.66,337.99,15750925
2026-04-13,339.54,342.51,336.62,337.14,17273731
2026-04-14,336.59,338.04,335.54,337.1,30692241
2026-04-15,339.03,343.46,333.09,334.79,15150890
2026-04-16,334.91,339.57,333.62,337.75,22488047
2026-04-17,338.85,341.06,334.48,335.88,16568872
2026-04-20,336.07,337.06,333.39,335.39,21140730
2026-04-21,335.62,340.98,332.82,333.95,20471417
2026-04-22,333.55,335.21,332.9,334.87,17051351
2026-04-23,332.34,339.55,329.73,338.37,22107103
2026-04-24,339.0,341.87,329.78,330.56,30790257
2026-04-27,331.35,334.12,325.31,328.71,17590611
2026-04-28,328.47,330.07,326.72,329.48,22987669
2026-04-29,329.88,336.81,328.86,335.75,14811088
2026-04-30,336.76,338.42,332.39,334.19,21930181
2026-05-01,336.96,339.44,331.45,334.16,41342722
2026-05-04,333.04,340.95,328.7,337.7,29977798
2026-05-05,337.16,337.22,334.39,335.14,15273487
2026-05-06,335.82,340.56,334.77,336.41,24400643
2026-05-07,335.91,340.47,332.29,338.81,13615879
2026-05-08,338.54,343.3,337.11,337.67,37340718
2026-05-11,338.81,341.04,337.9,338.35,22296185
2026-05-12,339.26,341.03,329.73,330.33,19102942
2026-05-13,329.97,332.58,328.04,330.73,20630642
2026-05-14,329.53,329.77,324.37,329.46,23810541
2026-05-15,328.53,331.86,328.25,329.57,28652697
2026-05-18,327.95,329.8,322.18,323.35,14429830
2026-05-19,321.99,323.38,321.46,322.83,17546047
2026-05-20,323.95,325.1,319.24,321.29,16360749
2026-05-21,320.48,325.73,315.4,322.27,23673876
2026-05-22,322.1,324.98,321.93,324.72,18197665
2026-05-25,324.68,326.52,316.36,317.79,36388935
2026-05-26,316.36,320.96,315.34,319.22,18426954
2026-05-27,319.49,321.94,314.62,314.62,17026603
2026-05-28,314.12,314.2,310.6,310.73,18498219
2026-05-29,310.71,314.48,309.8,312.59,19508343
2026-06-01,312.92,316.83,312.22,313.93,18722195
2026-06-02,313.01,319.35,310.76,316.98,50370197
2026-06-03,316.98,317.36,311.98,314.04,30421615
2026-06-04,313.88,324.56,312.2,322.42,26638598
2026-06-05,322.39,325.36,318.82,320.37,17470651
2026-06-08,321.15,324.7,320.05,322.31,21531862
2026-06-09,323.73,325.79,323.44,324.76,13335146
2026-06-10,323.4,335.25,322.09,334.75,30282986
2026-06-11,335.05,335.89,334.63,335.31,18252264
2026-06-12,334.81,340.33,333.37,339.23,35461646
2026-06-15,341.76,343.85,337.64,343.01,18292711
2026-06-16,342.53,342.81,335.3,337.84,26913325
2026-06-17,337.21,343.39,334.6,340.39,19401442
2026-06-18,341.8,344.45,339.98,344.19,40029150
2026-06-19,343.21,346.19,339.35,343.02,20497788
2026-06-22,342.21,342.68,341.83,342.58,18371813
2026-06-23,342.13,357.23,338.37,356.87,17550067
2026-06-24,357.54,361.6,355.45,356.66,28813360
2026-06-25,357.62,360.12,357.5,358.74,28754739
2026-06-26,358.92,363.14,357.8,362.53,29671314
2026-06-29,363.06,365.15,357.84,359.49,28831498
2026-06-30,358.64,360.93,356.78,358.64,14223253
2026-07-01,359.55,363.15,357.65,362.13,19188463
2026-07-02,362.04,362.43,361.01,361.03,18020599
2026-07-03,360.15,365.22,359.51,362.83,20359930
2026-07-06,361.53,372.16,360.66,368.09,16695033
2026-07-07,369.35,369.45,367.86,368.51,20102868
2026-07-08,370.08,374.95,367.45,374.92,21873321
2026-07-09,373.93,379.28,373.65,377.31,15623648
2026-07-10,377.03,379.02,372.36,372.41,26407460
2026-07-13,373.47,376.04,370.64,370.82,34406845
2026-07-14,371.64,378.09,371.08,377.79,14888838
2026-07-15,377.03,383.34,376.06,377.09,18829660
2026-07-16,374.35,374.51,370.98,373.54,22063452
2026-07-17,373.6,382.72,372.76,380.93,36575379
2026-07-20,379.62,384.55,379.22,381.51,24830281
2026-07-21,383.4,386.65,377.47,380.12,21745061
2026-07-22,380.02,381.56,377.01,380.52,18821381
2026-07-23,379.05,382.96,377.13,382.12,38051951
2026-07-24,381.74,381.88,374.66,375.47,19930540
2026-07-27,373.97,375.3,370.43,370.74,25930599
2026-07-28,370.33,377.95,367.01,376.18,21360957
2026-07-29,376.69,382.98,374.05,382.96,31928816
2026-07-30,382.31,384.45,381.64,383.83,28902592
2026-07-31,384.87,387.48,383.48,386.38,20927070
2026-08-03,384.23,399.82,382.0,399.54,32118806
2026-08-04,399.63,402.78,396.99,401.23,20497777
2026-08-05,400.99,405.41,400.4,402.7,21668085
2026-08-06,401.84,407.05,400.4,406.27,29308006
2026-08-07,406.98,409.82,406.03,409.65,12832345
2026-08-10,409.17,417.4,407.45,412.07,11430774
2026-08-11,411.12,418.42,409.91,414.53,15692402
2026-08-12,415.38,419.35,409.79,410.51,15728193
2026-08-13,410.46,414.07,407.49,408.06,17216510
2026-08-14,407.28,409.58,402.69,409.14,23096301
2026-08-17,411.16,412.48,408.14,410.65,18385836
2026-08-18,410.06,411.03,402.15,405.86,26261340
2026-08-19,405.61,413.63,404.09,411.52,19596384
2026-08-20,411.48,412.62,402.6,405.25,28659162
2026-08-21,406.62,406.71,398.2,401.79,17447666
2026-08-24,401.24,403.4,393.58,394.89,15069619
2026-08-25,392.84,399.81,390.7,397.44,22648761
2026-08-26,397.48,399.88,394.46,396.77,20687304
2026-08-27,396.25,396.63,389.08,390.33,13511126
2026-08-28,390.53,392.36,389.33,391.49,16728935
2026-08-31,390.44,401.81,387.49,398.78,15456357
2026-09-01,399.11,405.02,391.9,394.53,21318906
2026-09-02,397.02,398.75,392.49,395.43,26326108
2026-09-03,396.18,397.59,390.4,395.47,30216214
2026-09-04,395.33,396.62,392.24,394.32,27222796
2026-09-07,391.8,404.96,391.17,404.25,25571443
2026-09-08,404.85,411.0,398.0,405.25,29209496
2026-09-09,406.0,406.03,404.48,405.76,15719204
2026-09-10,406.29,412.21,405.67,411.32,22974394
2026-09-11,411.96,416.91,410.97,415.2,18329883
